99999.97	-0.0275	0.233
79432.8	-0.0633	0.273
63095.71	-0.107	0.315
50118.7	-0.159	0.355
39810.7	-0.22	0.393
31622.76	-0.288	0.43
25118.85	-0.365	0.462
19952.61	-0.451	0.489
15848.92	-0.544	0.507
12589.25	-0.641	0.513
9999.994	-0.738	0.506
7943.277	-0.833	0.488
6309.569	-0.92	0.459
5011.869	-0.997	0.423
3981.069	-1.06	0.383
3162.275	-1.12	0.342
2511.885	-1.17	0.302
1995.261	-1.21	0.263
1584.892	-1.25	0.226
1258.924	-1.28	0.19
999.9991	-1.31	0.153
794.3275	-1.34	0.113
630.9567	-1.36	0.0689
501.1867	-1.38	0.0169
398.1068	-1.4	-0.0433
316.2274	-1.4	-0.113
251.1884	-1.39	-0.19
199.526	-1.36	-0.274
158.4891	-1.31	-0.362
125.8924	-1.24	-0.447
99.99988	-1.14	-0.524
79.43272	-1.02	-0.587
63.09565	-0.893	-0.627
50.11866	-0.75	-0.642
39.81066	-0.615	-0.631
31.62273	-0.487	-0.597
25.11883	-0.376	-0.546
19.95259	-0.284	-0.484
15.84891	-0.212	-0.419
12.58923	-0.158	-0.356
9.99998	-0.118	-0.298
7.94327	-0.0886	-0.247
6.30956	-0.0679	-0.204
5.01186	-0.0529	-0.167
3.98107	-0.0433	-0.136
3.16227	-0.0355	-0.111
2.51188	-0.0295	-0.0904
1.99526	-0.0255	-0.0735
1.58489	-0.0224	-0.0596
1.25892	-0.0201	-0.0483
1	-0.0182	-0.0391
0.79433	-0.0168	-0.0318
0.63096	-0.0156	-0.0258
0.50119	-0.0147	-0.021
0.39811	-0.014	-0.0171
0.31623	-0.0134	-0.0139
0.25119	-0.0129	-0.0113
0.19953	-0.0124	-0.00924
0.15849	-0.012	-0.00753
0.12589	-0.0116	-0.00617
0.1	-0.0112	-0.00506
0.07943	-0.0108	-0.00417
0.0631	-0.0103	-0.00348
0.05012	-0.00989	-0.00288
0.05	-0.00975	-0.00286
