99999.97	-0.0242	0.231
79432.8	-0.0589	0.272
63095.71	-0.102	0.314
50118.7	-0.153	0.355
39810.7	-0.213	0.395
31622.76	-0.281	0.434
25118.85	-0.358	0.468
19952.61	-0.444	0.497
15848.92	-0.537	0.518
12589.25	-0.636	0.527
9999.994	-0.736	0.524
7943.277	-0.832	0.509
6309.569	-0.923	0.483
5011.869	-1	0.449
3981.069	-1.07	0.412
3162.275	-1.13	0.373
2511.885	-1.18	0.336
1995.261	-1.23	0.301
1584.892	-1.27	0.268
1258.924	-1.3	0.238
999.9991	-1.34	0.209
794.3275	-1.37	0.18
630.9567	-1.4	0.148
501.1867	-1.43	0.112
398.1068	-1.45	0.0705
316.2274	-1.47	0.0229
251.1884	-1.48	-0.0312
199.526	-1.49	-0.0922
158.4891	-1.48	-0.16
125.8924	-1.46	-0.234
99.99988	-1.42	-0.314
79.43272	-1.36	-0.394
63.09565	-1.28	-0.472
50.11866	-1.18	-0.541
39.81066	-1.06	-0.591
31.62273	-0.928	-0.619
25.11883	-0.792	-0.622
19.95259	-0.662	-0.601
15.84891	-0.544	-0.558
12.58923	-0.443	-0.502
9.99998	-0.364	-0.439
7.94327	-0.303	-0.376
6.30956	-0.257	-0.316
5.01186	-0.224	-0.261
3.98107	-0.201	-0.215
3.16227	-0.184	-0.175
2.51188	-0.172	-0.143
1.99526	-0.164	-0.116
1.58489	-0.159	-0.0932
1.25892	-0.155	-0.0748
1	-0.152	-0.06
0.79433	-0.15	-0.0478
0.63096	-0.149	-0.0378
0.50119	-0.147	-0.0298
0.39811	-0.147	-0.0229
0.31623	-0.147	-0.0173
0.25119	-0.146	-0.0128
0.19953	-0.145	-0.00881
0.15849	-0.146	-0.0058
0.12589	-0.146	-0.00293
