1e+05	-0.0296	0.237	-0.025275	0.21979
79433	-0.0663	0.278	-0.0611	0.26945
63096	-0.111	0.319	-0.10957	0.31595
50119	-0.165	0.359	-0.16685	0.3569
39811	-0.226	0.397	-0.22979	0.39338
31623	-0.295	0.433	-0.29824	0.42752
25119	-0.374	0.464	-0.37441	0.45948
19953	-0.46	0.489	-0.46006	0.48634
15849	-0.554	0.505	-0.55421	0.50359
12589	-0.651	0.509	-0.65281	0.5078
10000	-0.749	0.5	-0.75061	0.49829
7943.3	-0.843	0.48	-0.84328	0.47681
6309.6	-0.929	0.448	-0.92827	0.446
5011.9	-1	0.409	-1.0042	0.40828
3981.1	-1.07	0.366	-1.0704	0.36583
3162.3	-1.13	0.321	-1.1267	0.32078
2511.9	-1.17	0.276	-1.1735	0.27512
1995.3	-1.21	0.232	-1.2124	0.23026
1584.9	-1.25	0.188	-1.2452	0.18655
1258.9	-1.27	0.144	-1.2741	0.143
1000	-1.3	0.0969	-1.3	0.097283
794.33	-1.32	0.0451	-1.3227	0.046291
630.96	-1.34	-0.014	-1.3399	-0.012887
501.19	-1.35	-0.0821	-1.3477	-0.081825
398.11	-1.34	-0.159	-1.3415	-0.16012
316.23	-1.32	-0.244	-1.3172	-0.24537
251.19	-1.27	-0.332	-1.2715	-0.3335
199.53	-1.2	-0.419	-1.2029	-0.41912
158.49	-1.11	-0.497	-1.1116	-0.49608
125.89	-1	-0.56	-1.0002	-0.55814
100	-0.874	-0.602	-0.87376	-0.59982
79.433	-0.74	-0.619	-0.73932	-0.61726
63.096	-0.606	-0.61	-0.60548	-0.6094
50.119	-0.48	-0.578	-0.4808	-0.57876
39.811	-0.372	-0.532	-0.37173	-0.53096
31.623	-0.282	-0.474	-0.28141	-0.47299
25.119	-0.21	-0.412	-0.20988	-0.41133
19.953	-0.155	-0.351	-0.15524	-0.35086
15.849	-0.115	-0.295	-0.11476	-0.29479
12.589	-0.0858	-0.246	-0.085508	-0.24493
10	-0.0645	-0.203	-0.064682	-0.20201
7.9433	-0.051	-0.166	-0.049869	-0.16593
6.3096	-0.0398	-0.136	-0.039177	-0.13605
5.0119	-0.0315	-0.111	-0.031277	-0.11144
3.9811	-0.0253	-0.0908	-0.02533	-0.09119
3.1623	-0.0209	-0.0743	-0.020825	-0.074533
2.5119	-0.0175	-0.0606	-0.017419	-0.060864
1.9953	-0.0149	-0.0496	-0.014837	-0.049702
1.5849	-0.0128	-0.0406	-0.012845	-0.040632
1.2589	-0.0113	-0.0332	-0.011261	-0.033278
1	-0.01	-0.0272	-0.0099639	-0.027309
0.79433	-0.00896	-0.0223	-0.0088811	-0.022447
0.63096	-0.00805	-0.0183	-0.0079727	-0.018472
0.50119	-0.00724	-0.015	-0.0072134	-0.015216
0.39811	-0.00658	-0.0124	-0.0065817	-0.012551
0.31623	-0.00603	-0.0102	-0.0060533	-0.010376
0.25119	-0.00557	-0.00843	-0.0056011	-0.0086055
0.19953	-0.00517	-0.007	-0.0052002	-0.0071613
0.15849	-0.00481	-0.00576	-0.0048356	-0.00597
0.12589	-0.00452	-0.00481	-0.0045064	-0.0049698
0.1	-0.00422	-0.00396	-0.0042208	-0.0041169
0.07943	-0.00398	-0.00329	-0.0039873	-0.0033848
0.0631	-0.00371	-0.0027	-0.0038083	-0.0027608
0.05012	-0.00345	-0.00222	-0.0036783	-0.002235
0.05	-0.00342	-0.00223	-0.0036771	-0.00223
