1e+05	1.5915e-06	0.48309
97789	1.6275e-06	0.15555
95627	1.6643e-06	1.0268e-08
93513	1.7019e-06	2.3322e-09
91446	1.7404e-06	3.3135e-10
89424	1.7798e-06	-1.1304e-09
87447	1.82e-06	-2.9571e-09
85514	1.8612e-06	-6.3376e-09
83624	1.9032e-06	-1.6807e-08
81775	1.9463e-06	-0.0052501
79967	1.9903e-06	-0.076324
78199	2.0352e-06	-0.12558
76470	2.0813e-06	-0.15459
74780	2.1283e-06	-0.16493
73127	2.1764e-06	-0.15825
71510	2.2256e-06	-0.13618
69929	2.2759e-06	-0.10035
68383	2.3274e-06	-0.052399
66871	2.38e-06	-2.6392e-07
65393	2.4338e-06	-2.071e-08
63947	2.4888e-06	-9.5552e-09
62534	2.5451e-06	-5.6274e-09
61151	2.6026e-06	-3.6033e-09
59799	2.6615e-06	-2.3372e-09
58477	2.7216e-06	-1.4325e-09
57185	2.7832e-06	-7.1122e-10
55920	2.8461e-06	-7.6246e-11
54684	2.9104e-06	5.3707e-10
53475	2.9762e-06	1.1827e-09
52293	3.0435e-06	1.9178e-09
51137	3.1123e-06	2.8166e-09
50006	3.1827e-06	3.9919e-09
48901	3.2546e-06	5.6374e-09
47820	3.3282e-06	8.1264e-09
46763	3.4035e-06	1.2289e-08
45729	3.4804e-06	2.0401e-08
44718	3.5591e-06	4.1565e-08
43729	3.6395e-06	1.8796e-07
42763	3.7218e-06	0.013064
41817	3.806e-06	0.026984
40893	3.892e-06	0.033384
39989	3.98e-06	0.032437
39105	4.07e-06	0.02438
38240	4.162e-06	0.009512
37395	4.2561e-06	1.3489e-07
36568	4.3523e-06	3.9879e-08
35760	4.4507e-06	2.1067e-08
34969	4.5513e-06	1.3316e-08
34196	4.6542e-06	9.1904e-09
33440	4.7594e-06	6.6692e-09
32701	4.867e-06	4.9827e-09
31978	4.977e-06	3.777e-09
31271	5.0895e-06	2.8674e-09
30580	5.2046e-06	2.1481e-09
29904	5.3223e-06	1.5542e-09
29242	5.4426e-06	1.0427e-09
28596	5.5656e-06	5.8381e-10
27964	5.6915e-06	1.5476e-10
27346	5.8201e-06	-2.629e-10
26741	5.9517e-06	-6.8574e-10
26150	6.0863e-06	-1.1301e-09
25572	6.2238e-06	-1.6139e-09
25006	6.3645e-06	-2.1581e-09
24454	6.5084e-06	-2.7897e-09
23913	6.6556e-06	-3.5449e-09
23384	6.806e-06	-4.4753e-09
22867	6.9599e-06	-5.6579e-09
22362	7.1172e-06	-7.2147e-09
21868	7.2781e-06	-9.3509e-09
21384	7.4427e-06	-1.2442e-08
20911	7.6109e-06	-1.7255e-08
20449	7.783e-06	-2.5634e-08
19997	7.959e-06	-4.3403e-08
19555	8.1389e-06	-1.035e-07
19123	8.3229e-06	-0.0023236
18700	8.511e-06	-0.017146
18286	8.7034e-06	-0.029216
17882	8.9002e-06	-0.038696
17487	9.1014e-06	-0.045767
17100	9.3072e-06	-0.05062
16722	9.5176e-06	-0.053455
16353	9.7327e-06	-0.054481
15991	9.9528e-06	-0.053908
15637	1.0178e-05	-0.051949
15292	1.0408e-05	-0.048814
14954	1.0643e-05	-0.044712
14623	1.0884e-05	-0.039842
14300	1.113e-05	-0.034399
13984	1.1381e-05	-0.028564
13675	1.1639e-05	-0.02251
13372	1.1902e-05	-0.016395
13077	1.2171e-05	-0.010364
12788	1.2446e-05	-0.0045472
12505	1.2727e-05	-1.5941e-06
12228	1.3015e-05	-2.6457e-07
11958	1.3309e-05	-1.506e-07
11694	1.361e-05	-1.092e-07
11435	1.3918e-05	-8.8532e-08
11182	1.4233e-05	-7.6779e-08
10935	1.4554e-05	-6.9794e-08
10693	1.4883e-05	-6.5794e-08
10457	1.522e-05	-6.3937e-08
10226	1.5564e-05	-6.3836e-08
9999.8	1.5916e-05	-6.5385e-08
9778.7	1.6276e-05	-6.8703e-08
9562.5	1.6644e-05	-7.4158e-08
9351.1	1.702e-05	-8.2495e-08
9144.4	1.7405e-05	-9.5136e-08
8942.2	1.7798e-05	-1.1495e-07
8744.6	1.82e-05	-1.4849e-07
8551.2	1.8612e-05	-2.1434e-07
8362.2	1.9033e-05	-3.9368e-07
8177.3	1.9463e-05	-2.4466e-06
7996.5	1.9903e-05	-0.0028075
7819.8	2.0353e-05	-0.0061026
7646.9	2.0813e-05	-0.0092317
7477.8	2.1284e-05	-0.012137
7312.5	2.1765e-05	-0.014766
7150.9	2.2257e-05	-0.017074
6992.8	2.276e-05	-0.019023
6838.2	2.3274e-05	-0.020584
6687	2.3801e-05	-0.021734
6539.2	2.4339e-05	-0.02246
6394.6	2.4889e-05	-0.022756
6253.2	2.5452e-05	-0.022624
6115	2.6027e-05	-0.022074
5979.8	2.6615e-05	-0.021123
5847.6	2.7217e-05	-0.019796
5718.3	2.7832e-05	-0.018123
5591.9	2.8462e-05	-0.016141
5468.3	2.9105e-05	-0.013891
5347.4	2.9763e-05	-0.011419
5229.2	3.0436e-05	-0.0087723
5113.6	3.1124e-05	-0.0060033
5000.5	3.1828e-05	-0.0031647
4890	3.2547e-05	-0.00031588
4781.9	3.3283e-05	-6.2304e-07
4676.2	3.4035e-05	-3.021e-07
4572.8	3.4805e-05	-2.0258e-07
4471.7	3.5592e-05	-1.5498e-07
4372.8	3.6396e-05	-1.277e-07
4276.2	3.7219e-05	-1.1055e-07
4181.6	3.806e-05	-9.9268e-08
4089.2	3.8921e-05	-9.1772e-08
3998.8	3.9801e-05	-8.6961e-08
3910.4	4.0701e-05	-8.4234e-08
3823.9	4.1621e-05	-8.3279e-08
3739.4	4.2562e-05	-8.3984e-08
3656.7	4.3524e-05	-8.6402e-08
3575.9	4.4508e-05	-9.0768e-08
3496.8	4.5514e-05	-9.7554e-08
3419.5	4.6543e-05	-1.0761e-07
3343.9	4.7595e-05	-1.2245e-07
3270	4.8671e-05	-1.4499e-07
3197.7	4.9771e-05	-1.8137e-07
3127	5.0897e-05	-2.4701e-07
3057.9	5.2047e-05	-3.9448e-07
2990.3	5.3224e-05	-9.899e-07
2924.2	5.4427e-05	-0.00086259
2859.5	5.5658e-05	-0.0031896
2796.3	5.6916e-05	-0.0053701
2734.5	5.8203e-05	-0.0073423
2674.1	5.9518e-05	-0.0090478
2614.9	6.0864e-05	-0.01043
2557.1	6.224e-05	-0.011436
2500.6	6.3647e-05	-0.012017
2445.3	6.5086e-05	-0.012128
2391.3	6.6557e-05	-0.011729
2338.4	6.8062e-05	-0.010789
2286.7	6.96e-05	-0.0092816
2236.1	7.1174e-05	-0.0071872
2186.7	7.2783e-05	-0.0044952
2138.4	7.4428e-05	-0.0012041
2091.1	7.6111e-05	-5.8676e-07
2044.9	7.7832e-05	-2.2246e-07
1999.7	7.9591e-05	-1.3055e-07
1955.4	8.1391e-05	-8.9395e-08
1912.2	8.3231e-05	-6.6406e-08
1869.9	8.5112e-05	-5.1928e-08
1828.6	8.7036e-05	-4.2095e-08
1788.2	8.9004e-05	-3.5059e-08
1748.6	9.1016e-05	-2.983e-08
1710	9.3074e-05	-2.5831e-08
1672.2	9.5178e-05	-2.2703e-08
1635.2	9.733e-05	-2.0214e-08
1599.1	9.953e-05	-1.8207e-08
1563.7	0.00010178	-1.6571e-08
1529.1	0.00010408	-1.5228e-08
1495.3	0.00010643	-1.4121e-08
1462.3	0.00010884	-1.3207e-08
1430	0.0001113	-1.2455e-08
1398.3	0.00011382	-1.184e-08
1367.4	0.00011639	-1.1345e-08
1337.2	0.00011902	-1.0956e-08
1307.6	0.00012171	-1.0663e-08
1278.7	0.00012446	-1.046e-08
1250.5	0.00012728	-1.0342e-08
1222.8	0.00013015	-1.0309e-08
1195.8	0.0001331	-1.0361e-08
1169.3	0.00013611	-1.0502e-08
1143.5	0.00013918	-1.0738e-08
1118.2	0.00014233	-1.1081e-08
1093.5	0.00014555	-1.1545e-08
1069.3	0.00014884	-1.2152e-08
1045.7	0.0001522	-1.293e-08
1022.6	0.00015564	-1.3921e-08
999.96	0.00015916	-1.5185e-08
977.85	0.00016276	-1.6807e-08
956.23	0.00016644	-1.8919e-08
935.09	0.0001702	-2.1725e-08
914.42	0.00017405	-2.5563e-08
894.2	0.00017798	-3.1032e-08
874.44	0.00018201	-3.9299e-08
855.1	0.00018612	-5.296e-08
836.2	0.00019033	-7.918e-08
817.71	0.00019463	-1.4746e-07
799.64	0.00019903	-7.0025e-07
781.96	0.00020353	-0.0054703
764.67	0.00020813	-0.012155
747.77	0.00021284	-0.017657
731.24	0.00021765	-0.021809
715.07	0.00022257	-0.024454
699.26	0.0002276	-0.02544
683.8	0.00023275	-0.02463
668.69	0.00023801	-0.021895
653.9	0.00024339	-0.017122
639.45	0.00024889	-0.010215
625.31	0.00025452	-0.0010928
611.49	0.00026028	-1.5504e-07
597.97	0.00026616	-6.5893e-08
584.75	0.00027218	-3.8985e-08
571.82	0.00027833	-2.6312e-08
559.18	0.00028462	-1.9078e-08
546.82	0.00029106	-1.4472e-08
534.73	0.00029764	-1.1322e-08
522.91	0.00030437	-9.0539e-09
511.35	0.00031125	-7.3565e-09
500.04	0.00031828	-6.0456e-09
488.99	0.00032548	-5.0062e-09
478.18	0.00033284	-4.1629e-09
467.61	0.00034036	-3.4645e-09
457.27	0.00034806	-2.8748e-09
447.16	0.00035592	-2.3675e-09
437.27	0.00036397	-1.9233e-09
427.61	0.0003722	-1.5271e-09
418.15	0.00038061	-1.1673e-09
408.91	0.00038922	-8.3427e-10
399.87	0.00039802	-5.2025e-10
391.03	0.00040701	-2.1841e-10
